name|weight|mass|A|d|b|t|y|yp|Ix|Zx|Sx|rx|Iy|Zy|Sy|ry|ro|H
 |lbf/ft|lbm/ft|in²|in|in|in|in|in|in⁴|in³|in³|in|in⁴|in³|in³|in|in|
2L4X3-1/2X1/4X3/4LLBB|12.4|12.4|3.64|4.00|3.50|0.250|1.14|0.360|5.78|3.62|2.02|1.26|10.0|4.63|2.58|1.66|2.32|0.807
2L4X3X5/8LLBB|27.2|27.2|7.98|4.00|3.00|0.625|1.37|0.808|12.0|8.16|4.56|1.23|11.7|6.92|3.90|1.21|2.02|0.728
2L4X3X5/8X3/8LLBB|27.2|27.2|7.98|4.00|3.00|0.625|1.37|0.808|12.0|8.16|4.56|1.23|14.5|8.41|4.55|1.35|2.11|0.750
2L4X3X5/8X3/4LLBB|27.2|27.2|7.98|4.00|3.00|0.625|1.37|0.808|12.0|8.16|4.56|1.23|18.0|9.91|5.33|1.50|2.21|0.773
2L4X3X1/2LLBB|22.2|22.2|6.50|4.00|3.00|0.500|1.32|0.750|10.0|6.72|3.74|1.24|9.20|5.34|3.07|1.19|2.02|0.721
2L4X3X1/2X3/8LLBB|22.2|22.2|6.50|4.00|3.00|0.500|1.32|0.750|10.0|6.72|3.74|1.24|11.3|6.56|3.55|1.32|2.11|0.743
2L4X3X1/2X3/4LLBB|22.2|22.2|6.50|4.00|3.00|0.500|1.32|0.750|10.0|6.72|3.74|1.24|14.0|7.78|4.15|1.47|2.20|0.765
2L4X3X3/8LLBB|17.0|17.0|4.98|4.00|3.00|0.375|1.27|0.680|7.88|5.20|2.88|1.26|6.82|3.86|2.27|1.17|2.03|0.715
2L4X3X3/8X3/8LLBB|17.0|17.0|4.98|4.00|3.00|0.375|1.27|0.680|7.88|5.20|2.88|1.26|8.42|4.79|2.64|1.30|2.11|0.736
2L4X3X3/8X3/4LLBB|17.0|17.0|4.98|4.00|3.00|0.375|1.27|0.680|7.88|5.20|2.88|1.26|10.3|5.73|3.05|1.44|2.20|0.757
2L4X3X5/16LLBB|14.4|14.4|4.18|4.00|3.00|0.313|1.25|0.656|6.72|4.38|2.44|1.27|5.62|3.14|1.87|1.16|2.03|0.712
2L4X3X5/16X3/8LLBB|14.4|14.4|4.18|4.00|3.00|0.313|1.25|0.656|6.72|4.38|2.44|1.27|6.96|3.92|2.18|1.29|2.11|0.733
2L4X3X5/16X3/4LLBB|14.4|14.4|4.18|4.00|3.00|0.313|1.25|0.656|6.72|4.38|2.44|1.27|8.55|4.70|2.53|1.43|2.20|0.754
2L4X3X1/4LLBB|11.6|11.6|3.38|4.00|3.00|0.250|1.22|0.620|5.50|3.54|1.98|1.27|4.47|2.45|1.49|1.15|2.03|0.710
2L4X3X1/4X3/8LLBB|11.6|11.6|3.38|4.00|3.00|0.250|1.22|0.620|5.50|3.54|1.98|1.27|5.45|3.08|1.71|1.27|2.11|0.730
2L4X3X1/4X3/4LLBB|11.6|11.6|3.38|4.00|3.00|0.250|1.22|0.620|5.50|3.54|1.98|1.27|6.72|3.72|1.99|1.41|2.20|0.751
2L3-1/2X3X1/2LLBB|20.4|20.4|6.04|3.50|3.00|0.500|1.12|0.480|6.90|5.22|2.90|1.07|9.14|5.25|3.05|1.23|1.85|0.780
2L3-1/2X3X1/2X3/8LLBB|20.4|20.4|6.04|3.50|3.00|0.500|1.12|0.480|6.90|5.22|2.90|1.07|11.3|6.38|3.55|1.37|1.94|0.801
2L3-1/2X3X1/2X3/4LLBB|20.4|20.4|6.04|3.50|3.00|0.500|1.12|0.480|6.90|5.22|2.90|1.07|14.0|7.51|4.15|1.52|2.05|0.822
2L3-1/2X3X7/16LLBB|18.2|18.2|5.34|3.50|3.00|0.438|1.09|0.449|6.20|4.64|2.58|1.08|7.95|4.52|2.65|1.22|1.85|0.776
2L3-1/2X3X7/16X3/8LLBB|18.2|18.2|5.34|3.50|3.00|0.438|1.09|0.449|6.20|4.64|2.58|1.08|9.88|5.52|3.10|1.36|1.94|0.797
2L3-1/2X3X7/16X3/4LLBB|18.2|18.2|5.34|3.50|3.00|0.438|1.09|0.449|6.20|4.64|2.58|1.08|12.2|6.52|3.61|1.51|2.05|0.818
2L3-1/2X3X3/8LLBB|15.8|15.8|4.64|3.50|3.00|0.375|1.07|0.407|5.46|4.06|2.24|1.09|6.79|3.82|2.26|1.21|1.85|0.773
2L3-1/2X3X3/8X3/8LLBB|15.8|15.8|4.64|3.50|3.00|0.375|1.07|0.407|5.46|4.06|2.24|1.09|8.46|4.69|2.65|1.35|1.94|0.794
2L3-1/2X3X3/8X3/4LLBB|15.8|15.8|4.64|3.50|3.00|0.375|1.07|0.407|5.46|4.06|2.24|1.09|10.3|5.56|3.05|1.49|2.05|0.814
2L3-1/2X3X5/16LLBB|13.2|13.2|3.90|3.50|3.00|0.313|1.05|0.380|4.66|3.44|1.90|1.09|5.62|3.11|1.87|1.20|1.85|0.770
2L3-1/2X3X5/16X3/8LLBB|13.2|13.2|3.90|3.50|3.00|0.313|1.05|0.380|4.66|3.44|1.90|1.09|6.90|3.84|2.16|1.33|1.94|0.790
2L3-1/2X3X5/16X3/4LLBB|13.2|13.2|3.90|3.50|3.00|0.313|1.05|0.380|4.66|3.44|1.90|1.09|8.54|4.57|2.53|1.48|2.04|0.811
2L3-1/2X3X1/4LLBB|10.8|10.8|3.16|3.50|3.00|0.250|1.02|0.340|3.84|2.78|1.55|1.10|4.47|2.44|1.49|1.19|1.85|0.767
2L3-1/2X3X1/4X3/8LLBB|10.8|10.8|3.16|3.50|3.00|0.250|1.02|0.340|3.84|2.78|1.55|1.10|5.51|3.04|1.73|1.32|1.94|0.787
2L3-1/2X3X1/4X3/4LLBB|10.8|10.8|3.16|3.50|3.00|0.250|1.02|0.340|3.84|2.78|1.55|1.10|6.74|3.63|2.00|1.46|2.04|0.807
2L3-1/2X2-1/2X1/2LLBB|18.8|18.8|5.54|3.50|2.50|0.500|1.20|0.730|6.48|5.04|2.82|1.08|5.45|3.88|2.18|0.992|1.75|0.706
2L3-1/2X2-1/2X1/2X3/8LLBB|18.8|18.8|5.54|3.50|2.50|0.500|1.20|0.730|6.48|5.04|2.82|1.08|7.07|4.92|2.63|1.13|1.83|0.732
2L3-1/2X2-1/2X1/2X3/4LLBB|18.8|18.8|5.54|3.50|2.50|0.500|1.20|0.730|6.48|5.04|2.82|1.08|9.08|5.96|3.16|1.28|1.93|0.759
2L3-1/2X2-1/2X3/8LLBB|14.4|14.4|4.24|3.50|2.50|0.375|1.15|0.673|5.12|3.92|2.18|1.10|3.99|2.78|1.60|0.970|1.75|0.698
2L3-1/2X2-1/2X3/8X3/8LLBB|14.4|14.4|4.24|3.50|2.50|0.375|1.15|0.673|5.12|3.92|2.18|1.10|5.22|3.57|1.94|1.11|1.83|0.724
2L3-1/2X2-1/2X3/8X3/4LLBB|14.4|14.4|4.24|3.50|2.50|0.375|1.15|0.673|5.12|3.92|2.18|1.10|6.63|4.37|2.31|1.25|1.93|0.750
2L3-1/2X2-1/2X5/16LLBB|12.2|12.2|3.58|3.50|2.50|0.313|1.13|0.636|4.40|3.34|1.85|1.11|3.30|2.26|1.32|0.960|1.76|0.695
2L3-1/2X2-1/2X5/16X3/8LLBB|12.2|12.2|3.58|3.50|2.50|0.313|1.13|0.636|4.40|3.34|1.85|1.11|4.25|2.93|1.58|1.09|1.83|0.720
2L3-1/2X2-1/2X5/16X3/4LLBB|12.2|12.2|3.58|3.50|2.50|0.313|1.13|0.636|4.40|3.34|1.85|1.11|5.50|3.61|1.91|1.24|1.92|0.746
2L3-1/2X2-1/2X1/4LLBB|9.80|9.80|2.90|3.50|2.50|0.250|1.10|0.600|3.62|2.72|1.51|1.12|2.62|1.76|1.05|0.950|1.76|0.693
2L3-1/2X2-1/2X1/4X3/8LLBB|9.80|9.80|2.90|3.50|2.50|0.250|1.10|0.600|3.62|2.72|1.51|1.12|3.38|2.30|1.26|1.08|1.83|0.717
2L3-1/2X2-1/2X1/4X3/4LLBB|9.80|9.80|2.90|3.50|2.50|0.250|1.10|0.600|3.62|2.72|1.51|1.12|4.32|2.85|1.50|1.22|1.92|0.742
2L3X2-1/2X1/2LLBB|17.0|17.0|5.00|3.00|2.50|0.500|0.995|0.500|4.14|3.72|2.06|0.910|5.41|3.73|2.16|1.04|1.57|0.774
2L3X2-1/2X1/2X3/8LLBB|17.0|17.0|5.00|3.00|2.50|0.500|0.995|0.500|4.14|3.72|2.06|0.910|6.96|4.67|2.59|1.18|1.66|0.800
2L3X2-1/2X1/2X3/4LLBB|17.0|17.0|5.00|3.00|2.50|0.500|0.995|0.500|4.14|3.72|2.06|0.910|8.84|5.60|3.07|1.33|1.78|0.824
2L3X2-1/2X7/16LLBB|15.2|15.2|4.44|3.00|2.50|0.438|0.972|0.463|3.74|3.32|1.84|0.917|4.62|3.21|1.85|1.02|1.57|0.769
2L3X2-1/2X7/16X3/8LLBB|15.2|15.2|4.44|3.00|2.50|0.438|0.972|0.463|3.74|3.32|1.84|0.917|5.97|4.05|2.22|1.16|1.66|0.795
2L3X2-1/2X7/16X3/4LLBB|15.2|15.2|4.44|3.00|2.50|0.438|0.972|0.463|3.74|3.32|1.84|0.917|7.74|4.88|2.69|1.32|1.77|0.819
2L3X2-1/2X3/8LLBB|13.2|13.2|3.86|3.00|2.50|0.375|0.949|0.427|3.30|2.90|1.61|0.924|3.94|2.71|1.58|1.01|1.57|0.764
2L3X2-1/2X3/8X3/8LLBB|13.2|13.2|3.86|3.00|2.50|0.375|0.949|0.427|3.30|2.90|1.61|0.924|5.10|3.43|1.90|1.15|1.66|0.790
2L3X2-1/2X3/8X3/4LLBB|13.2|13.2|3.86|3.00|2.50|0.375|0.949|0.427|3.30|2.90|1.61|0.924|6.52|4.15|2.27|1.30|1.77|0.815
2L3X2-1/2X5/16LLBB|11.2|11.2|3.26|3.00|2.50|0.313|0.925|0.392|2.82|2.46|1.36|0.932|3.26|2.21|1.30|1.00|1.57|0.760
2L3X2-1/2X5/16X3/8LLBB|11.2|11.2|3.26|3.00|2.50|0.313|0.925|0.392|2.82|2.46|1.36|0.932|4.24|2.82|1.58|1.14|1.66|0.785
2L3X2-1/2X5/16X3/4LLBB|11.2|11.2|3.26|3.00|2.50|0.313|0.925|0.392|2.82|2.46|1.36|0.932|5.42|3.43|1.89|1.29|1.76|0.810
2L3X2-1/2X1/4LLBB|9.00|9.00|2.64|3.00|2.50|0.250|0.900|0.360|2.32|2.00|1.11|0.940|2.59|1.72|1.04|0.991|1.57|0.756
2L3X2-1/2X1/4X3/8LLBB|9.00|9.00|2.64|3.00|2.50|0.250|0.900|0.360|2.32|2.00|1.11|0.940|3.31|2.22|1.23|1.12|1.66|0.781
2L3X2-1/2X1/4X3/4LLBB|9.00|9.00|2.64|3.00|2.50|0.250|0.900|0.360|2.32|2.00|1.11|0.940|4.26|2.71|1.48|1.27|1.76|0.806
2L3X2-1/2X3/16LLBB|6.78|6.78|2.00|3.00|2.50|0.188|0.874|0.333|1.80|1.52|0.846|0.947|1.92|1.25|0.768|0.980|1.57|0.753
2L3X2-1/2X3/16X3/8LLBB|6.78|6.78|2.00|3.00|2.50|0.188|0.874|0.333|1.80|1.52|0.846|0.947|2.46|1.63|0.915|1.11|1.65|0.778
2L3X2-1/2X3/16X3/4LLBB|6.78|6.78|2.00|3.00|2.50|0.188|0.874|0.333|1.80|1.52|0.846|0.947|3.13|2.00|1.09|1.25|1.75|0.802
2L3X2X1/2LLBB|15.4|15.4|4.52|3.00|2.00|0.500|1.08|0.740|3.84|3.56|2.00|0.922|2.86|2.62|1.43|0.795|1.47|0.684
2L3X2X1/2X3/8LLBB|15.4|15.4|4.52|3.00|2.00|0.500|1.08|0.740|3.84|3.56|2.00|0.922|3.99|3.47|1.82|0.940|1.55|0.717
2L3X2X1/2X3/4LLBB|15.4|15.4|4.52|3.00|2.00|0.500|1.08|0.740|3.84|3.56|2.00|0.922|5.47|4.32|2.30|1.10|1.66|0.751
2L3X2X3/8LLBB|11.8|11.8|3.50|3.00|2.00|0.375|1.03|0.667|3.08|2.78|1.56|0.937|2.08|1.87|1.04|0.771|1.48|0.675
2L3X2X3/8X3/8LLBB|11.8|11.8|3.50|3.00|2.00|0.375|1.03|0.667|3.08|2.78|1.56|0.937|2.90|2.53|1.33|0.911|1.55|0.707
2L3X2X3/8X3/4LLBB|11.8|11.8|3.50|3.00|2.00|0.375|1.03|0.667|3.08|2.78|1.56|0.937|4.01|3.18|1.69|1.07|1.65|0.739
2L3X2X5/16LLBB|10.0|10.0|2.96|3.00|2.00|0.313|1.01|0.632|2.64|2.38|1.32|0.945|1.71|1.51|0.855|0.760|1.48|0.671
2L3X2X5/16X3/8LLBB|10.0|10.0|2.96|3.00|2.00|0.313|1.01|0.632|2.64|2.38|1.32|0.945|2.38|2.07|1.09|0.897|1.56|0.702
2L3X2X5/16X3/4LLBB|10.0|10.0|2.96|3.00|2.00|0.313|1.01|0.632|2.64|2.38|1.32|0.945|3.26|2.62|1.37|1.05|1.65|0.734
2L3X2X1/4LLBB|8.20|8.20|2.40|3.00|2.00|0.250|0.980|0.600|2.18|1.94|1.08|0.953|1.35|1.17|0.675|0.749|1.48|0.668
2L3X2X1/4X3/8LLBB|8.20|8.20|2.40|3.00|2.00|0.250|0.980|0.600|2.18|1.94|1.08|0.953|1.87|1.62|0.855|0.883|1.56|0.698
2L3X2X1/4X3/4LLBB|8.20|8.20|2.40|3.00|2.00|0.250|0.980|0.600|2.18|1.94|1.08|0.953|2.55|2.07|1.07|1.03|1.65|0.730
2L3X2X3/16LLBB|6.14|6.14|1.83|3.00|2.00|0.188|0.952|0.555|1.69|1.49|0.828|0.961|0.999|0.847|0.500|0.739|1.49|0.666
2L3X2X3/16X3/8LLBB|6.14|6.14|1.83|3.00|2.00|0.188|0.952|0.555|1.69|1.49|0.828|0.961|1.38|1.19|0.631|0.869|1.55|0.695
2L3X2X3/16X3/4LLBB|6.14|6.14|1.83|3.00|2.00|0.188|0.952|0.555|1.69|1.49|0.828|0.961|1.90|1.54|0.800|1.02|1.64|0.726
2L2-1/2X2X3/8LLBB|10.6|10.6|3.10|2.50|2.00|0.375|0.826|0.433|1.83|1.96|1.09|0.766|2.06|1.79|1.03|0.815|1.29|0.754
2L2-1/2X2X3/8X3/8LLBB|10.6|10.6|3.10|2.50|2.00|0.375|0.826|0.433|1.83|1.96|1.09|0.766|2.84|2.37|1.30|0.957|1.38|0.786
2L2-1/2X2X3/8X3/4LLBB|10.6|10.6|3.10|2.50|2.00|0.375|0.826|0.433|1.83|1.96|1.09|0.766|3.82|2.95|1.61|1.11|1.49|0.817
2L2-1/2X2X5/16LLBB|9.00|9.00|2.64|2.50|2.00|0.313|0.803|0.388|1.58|1.68|0.930|0.774|1.71|1.47|0.855|0.804|1.29|0.748
2L2-1/2X2X5/16X3/8LLBB|9.00|9.00|2.64|2.50|2.00|0.313|0.803|0.388|1.58|1.68|0.930|0.774|2.35|1.96|1.07|0.943|1.38|0.781
2L2-1/2X2X5/16X3/4LLBB|9.00|9.00|2.64|2.50|2.00|0.313|0.803|0.388|1.58|1.68|0.930|0.774|3.19|2.46|1.34|1.10|1.49|0.812
2L2-1/2X2X1/4LLBB|7.24|7.24|2.14|2.50|2.00|0.250|0.779|0.360|1.31|1.38|0.762|0.782|1.35|1.14|0.675|0.794|1.29|0.744
2L2-1/2X2X1/4X3/8LLBB|7.24|7.24|2.14|2.50|2.00|0.250|0.779|0.360|1.31|1.38|0.762|0.782|1.85|1.54|0.846|0.930|1.38|0.775
2L2-1/2X2X1/4X3/4LLBB|7.24|7.24|2.14|2.50|2.00|0.250|0.779|0.360|1.31|1.38|0.762|0.782|2.50|1.94|1.05|1.08|1.49|0.806
2L2-1/2X2X3/16LLBB|5.50|5.50|1.64|2.50|2.00|0.188|0.754|0.319|1.02|1.06|0.586|0.790|1.01|0.831|0.505|0.784|1.29|0.740
2L2-1/2X2X3/16X3/8LLBB|5.50|5.50|1.64|2.50|2.00|0.188|0.754|0.319|1.02|1.06|0.586|0.790|1.38|1.14|0.631|0.916|1.38|0.771
2L2-1/2X2X3/16X3/4LLBB|5.50|5.50|1.64|2.50|2.00|0.188|0.754|0.319|1.02|1.06|0.586|0.790|1.88|1.44|0.792|1.07|1.48|0.801
2L2-1/2X1-1/2X1/4LLBB|6.38|6.38|1.89|2.50|1.50|0.250|0.866|0.606|1.19|1.29|0.728|0.790|0.574|0.705|0.383|0.551|1.21|0.629
2L2-1/2X1-1/2X1/4X3/8LLBB|6.38|6.38|1.89|2.50|1.50|0.250|0.866|0.606|1.19|1.29|0.728|0.790|0.902|1.06|0.535|0.691|1.28|0.668
2L2-1/2X1-1/2X1/4X3/4LLBB|6.38|6.38|1.89|2.50|1.50|0.250|0.866|0.606|1.19|1.29|0.728|0.790|1.37|1.41|0.731|0.850|1.38|0.711
2L2-1/2X1-1/2X3/16LLBB|4.88|4.88|1.45|2.50|1.50|0.188|0.839|0.569|0.928|0.994|0.560|0.800|0.424|0.502|0.283|0.541|1.22|0.625
2L2-1/2X1-1/2X3/16X3/8LLBB|4.88|4.88|1.45|2.50|1.50|0.188|0.839|0.569|0.928|0.994|0.560|0.800|0.665|0.774|0.394|0.677|1.29|0.662
2L2-1/2X1-1/2X3/16X3/4LLBB|4.88|4.88|1.45|2.50|1.50|0.188|0.839|0.569|0.928|0.994|0.560|0.800|1.01|1.05|0.539|0.833|1.38|0.704
2L8X6X1SLBB|88.4|88.4|26.2|6.00|8.00|1.00|1.65|0.819|77.6|32.4|17.8|1.72|345|69.4|43.1|3.63|4.18|0.924
2L8X6X1X3/8SLBB|88.4|88.4|26.2|6.00|8.00|1.00|1.65|0.819|77.6|32.4|17.8|1.72|372|74.3|45.4|3.77|4.30|0.929
2L8X6X1X3/4SLBB|88.4|88.4|26.2|6.00|8.00|1.00|1.65|0.819|77.6|32.4|17.8|1.72|401|79.3|47.9|3.91|4.43|0.933
2L8X6X7/8SLBB|78.2|78.2|23.0|6.00|8.00|0.875|1.60|0.719|69.8|28.7|15.9|1.74|300|59.8|37.5|3.61|4.17|0.922
2L8X6X7/8X3/8SLBB|78.2|78.2|23.0|6.00|8.00|0.875|1.60|0.719|69.8|28.7|15.9|1.74|323|64.1|39.5|3.75|4.29|0.926
2L8X6X7/8X3/4SLBB|78.2|78.2|23.0|6.00|8.00|0.875|1.60|0.719|69.8|28.7|15.9|1.74|348|68.4|41.6|3.89|4.42|0.930
2L8X6X3/4SLBB|67.6|67.6|20.0|6.00|8.00|0.750|1.56|0.624|61.5|24.9|13.8|1.75|258|50.9|32.2|3.59|4.17|0.919
2L8X6X3/4X3/8SLBB|67.6|67.6|20.0|6.00|8.00|0.750|1.56|0.624|61.5|24.9|13.8|1.75|277|54.7|33.8|3.72|4.28|0.924
2L8X6X3/4X3/4SLBB|67.6|67.6|20.0|6.00|8.00|0.750|1.56|0.624|61.5|24.9|13.8|1.75|298|58.4|35.6|3.86|4.40|0.928
2L8X6X5/8SLBB|57.0|57.0|16.8|6.00|8.00|0.625|1.51|0.526|52.8|21.0|11.8|1.77|214|42.0|26.8|3.57|4.16|0.917
2L8X6X5/8X3/8SLBB|57.0|57.0|16.8|6.00|8.00|0.625|1.51|0.526|52.8|21.0|11.8|1.77|230|45.2|28.1|3.70|4.27|0.921
2L8X6X5/8X3/4SLBB|57.0|57.0|16.8|6.00|8.00|0.625|1.51|0.526|52.8|21.0|11.8|1.77|248|48.4|29.6|3.84|4.39|0.926
2L8X6X9/16SLBB|51.4|51.4|15.2|6.00|8.00|0.563|1.49|0.476|48.2|19.0|10.7|1.78|192|37.7|24.0|3.55|4.15|0.916
2L8X6X9/16X3/8SLBB|51.4|51.4|15.2|6.00|8.00|0.563|1.49|0.476|48.2|19.0|10.7|1.78|207|40.6|25.3|3.69|4.27|0.920
2L8X6X9/16X3/4SLBB|51.4|51.4|15.2|6.00|8.00|0.563|1.49|0.476|48.2|19.0|10.7|1.78|223|43.5|26.6|3.83|4.39|0.924
2L8X6X1/2SLBB|46.0|46.0|13.6|6.00|8.00|0.500|1.46|0.425|43.5|17.0|9.58|1.79|170|33.5|21.2|3.54|4.15|0.915
2L8X6X1/2X3/8SLBB|46.0|46.0|13.6|6.00|8.00|0.500|1.46|0.425|43.5|17.0|9.58|1.79|184|36.0|22.5|3.68|4.26|0.919
2L8X6X1/2X3/4SLBB|46.0|46.0|13.6|6.00|8.00|0.500|1.46|0.425|43.5|17.0|9.58|1.79|197|38.6|23.5|3.81|4.38|0.923
2L8X6X7/16SLBB|40.4|40.4|12.0|6.00|8.00|0.438|1.44|0.374|38.6|15.0|8.46|1.80|150|29.1|18.8|3.53|4.15|0.913
2L8X6X7/16X3/8SLBB|40.4|40.4|12.0|6.00|8.00|0.438|1.44|0.374|38.6|15.0|8.46|1.80|161|31.4|19.7|3.66|4.26|0.918
2L8X6X7/16X3/4SLBB|40.4|40.4|12.0|6.00|8.00|0.438|1.44|0.374|38.6|15.0|8.46|1.80|173|33.6|20.7|3.80|4.38|0.922
2L8X4X1SLBB|74.8|74.8|22.2|4.00|8.00|1.00|1.04|0.694|23.3|15.5|7.87|1.03|345|67.3|43.1|3.94|4.11|0.983
2L8X4X1X3/8SLBB|74.8|74.8|22.2|4.00|8.00|1.00|1.04|0.694|23.3|15.5|7.87|1.03|370|71.4|45.2|4.08|4.25|0.984
2L8X4X1X3/4SLBB|74.8|74.8|22.2|4.00|8.00|1.00|1.04|0.694|23.3|15.5|7.87|1.03|397|75.6|47.4|4.23|4.39|0.985
2L8X4X7/8SLBB|66.2|66.2|19.6|4.00|8.00|0.875|0.997|0.612|21.1|13.5|7.02|1.04|300|58.5|37.5|3.91|4.09|0.981
2L8X4X7/8X3/8SLBB|66.2|66.2|19.6|4.00|8.00|0.875|0.997|0.612|21.1|13.5|7.02|1.04|323|62.2|39.5|4.06|4.22|0.982
2L8X4X7/8X3/4SLBB|66.2|66.2|19.6|4.00|8.00|0.875|0.997|0.612|21.1|13.5|7.02|1.04|347|65.9|41.4|4.21|4.37|0.984
2L8X4X3/4SLBB|57.4|57.4|17.0|4.00|8.00|0.750|0.949|0.531|18.7|11.6|6.14|1.05|257|49.9|32.1|3.89|4.07|0.980
2L8X4X3/4X3/8SLBB|57.4|57.4|17.0|4.00|8.00|0.750|0.949|0.531|18.7|11.6|6.14|1.05|276|53.1|33.7|4.03|4.20|0.981
2L8X4X3/4X3/4SLBB|57.4|57.4|17.0|4.00|8.00|0.750|0.949|0.531|18.7|11.6|6.14|1.05|297|56.3|35.5|4.18|4.35|0.983
2L8X4X5/8SLBB|48.4|48.4|14.3|4.00|8.00|0.625|0.902|0.448|16.2|9.73|5.23|1.06|213|41.4|26.6|3.86|4.05|0.979
2L8X4X5/8X3/8SLBB|48.4|48.4|14.3|4.00|8.00|0.625|0.902|0.448|16.2|9.73|5.23|1.06|229|44.1|28.0|4.00|4.18|0.980
2L8X4X5/8X3/4SLBB|48.4|48.4|14.3|4.00|8.00|0.625|0.902|0.448|16.2|9.73|5.23|1.06|246|46.8|29.4|4.15|4.32|0.981
2L8X4X9/16SLBB|43.8|43.8|13.0|4.00|8.00|0.563|0.878|0.406|14.9|8.77|4.77|1.07|193|37.1|24.1|3.85|4.04|0.978
2L8X4X9/16X3/8SLBB|43.8|43.8|13.0|4.00|8.00|0.563|0.878|0.406|14.9|8.77|4.77|1.07|207|39.6|25.3|3.99|4.17|0.980
2L8X4X9/16X3/4SLBB|43.8|43.8|13.0|4.00|8.00|0.563|0.878|0.406|14.9|8.77|4.77|1.07|222|42.0|26.5|4.13|4.31|0.981
2L8X4X1/2SLBB|39.2|39.2|11.6|4.00|8.00|0.500|0.854|0.363|13.5|7.81|4.29|1.08|170|32.9|21.2|3.83|4.03|0.978
2L8X4X1/2X3/8SLBB|39.2|39.2|11.6|4.00|8.00|0.500|0.854|0.363|13.5|7.81|4.29|1.08|183|35.1|22.4|3.97|4.16|0.979
2L8X4X1/2X3/4SLBB|39.2|39.2|11.6|4.00|8.00|0.500|0.854|0.363|13.5|7.81|4.29|1.08|197|37.3|23.5|4.12|4.30|0.980
2L8X4X7/16SLBB|34.4|34.4|10.2|4.00|8.00|0.438|0.829|0.319|12.1|6.85|3.81|1.09|149|28.7|18.6|3.82|4.02|0.977
2L8X4X7/16X3/8SLBB|34.4|34.4|10.2|4.00|8.00|0.438|0.829|0.319|12.1|6.85|3.81|1.09|160|30.6|19.5|3.96|4.15|0.978
2L8X4X7/16X3/4SLBB|34.4|34.4|10.2|4.00|8.00|0.438|0.829|0.319|12.1|6.85|3.81|1.09|171|32.6|20.4|4.10|4.29|0.980
2L7X4X3/4SLBB|52.4|52.4|15.5|4.00|7.00|0.750|1.00|0.553|18.0|11.2|6.01|1.08|173|38.7|24.7|3.34|3.57|0.969
2L7X4X3/4X3/8SLBB|52.4|52.4|15.5|4.00|7.00|0.750|1.00|0.553|18.0|11.2|6.01|1.08|188|41.6|26.2|3.48|3.70|0.971
2L7X4X3/4X3/4SLBB|52.4|52.4|15.5|4.00|7.00|0.750|1.00|0.553|18.0|11.2|6.01|1.08|204|44.5|27.7|3.63|3.84|0.973
2L7X4X5/8SLBB|44.2|44.2|13.0|4.00|7.00|0.625|0.958|0.464|15.6|9.38|5.12|1.10|142|31.8|20.3|3.31|3.55|0.967
2L7X4X5/8X3/8SLBB|44.2|44.2|13.0|4.00|7.00|0.625|0.958|0.464|15.6|9.38|5.12|1.10|156|34.3|21.7|3.46|3.68|0.969
2L7X4X5/8X3/4SLBB|44.2|44.2|13.0|4.00|7.00|0.625|0.958|0.464|15.6|9.38|5.12|1.10|168|36.7|22.8|3.60|3.82|0.971
2L7X4X1/2SLBB|35.8|35.8|10.5|4.00|7.00|0.500|0.910|0.376|13.0|7.54|4.20|1.11|114|25.2|16.3|3.29|3.53|0.965
2L7X4X1/2X3/8SLBB|35.8|35.8|10.5|4.00|7.00|0.500|0.910|0.376|13.0|7.54|4.20|1.11|124|27.2|17.3|3.43|3.66|0.968
2L7X4X1/2X3/4SLBB|35.8|35.8|10.5|4.00|7.00|0.500|0.910|0.376|13.0|7.54|4.20|1.11|134|29.2|18.2|3.57|3.80|0.970
2L7X4X7/16SLBB|31.4|31.4|9.26|4.00|7.00|0.438|0.886|0.331|11.6|6.61|3.72|1.12|99.6|22.0|14.2|3.28|3.53|0.964
2L7X4X7/16X3/8SLBB|31.4|31.4|9.26|4.00|7.00|0.438|0.886|0.331|11.6|6.61|3.72|1.12|108|23.8|15.0|3.42|3.66|0.967
2L7X4X7/16X3/4SLBB|31.4|31.4|9.26|4.00|7.00|0.438|0.886|0.331|11.6|6.61|3.72|1.12|117|25.5|15.9|3.56|3.79|0.969
2L7X4X3/8SLBB|27.2|27.2|8.00|4.00|7.00|0.375|0.861|0.286|10.1|5.68|3.22|1.12|85.0|18.8|12.1|3.26|3.52|0.963
2L7X4X3/8X3/8SLBB|27.2|27.2|8.00|4.00|7.00|0.375|0.861|0.286|10.1|5.68|3.22|1.12|92.5|20.3|12.9|3.40|3.65|0.966
2L7X4X3/8X3/4SLBB|27.2|27.2|8.00|4.00|7.00|0.375|0.861|0.286|10.1|5.68|3.22|1.12|100|21.8|13.6|3.54|3.78|0.968
2L6X4X7/8SLBB|54.4|54.4|16.0|4.00|6.00|0.875|1.12|0.667|19.4|12.5|6.74|1.10|127|33.9|21.2|2.82|3.10|0.952
2L6X4X7/8X3/8SLBB|54.4|54.4|16.0|4.00|6.00|0.875|1.12|0.667|19.4|12.5|6.74|1.10|140|36.9|22.6|2.96|3.23|0.956
2L6X4X7/8X3/4SLBB|54.4|54.4|16.0|4.00|6.00|0.875|1.12|0.667|19.4|12.5|6.74|1.10|155|39.9|24.3|3.11|3.37|0.959
